validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
633.4927368164062,1707765398,,False,1,2fec677a,2024-02-12_19-16-38,0.8179099559783936,0.8179099559783936,1467,fd197d3d5e22,192.168.224.2,0.8179099559783936,1
550.9097290039062,1707765398,,True,2,2fec677a,2024-02-12_19-16-38,0.7675385475158691,1.5854485034942627,1467,fd197d3d5e22,192.168.224.2,1.5854485034942627,2
