validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
660.1238403320312,1707765397,,True,1,d01602bc,2024-02-12_19-16-37,0.7965550422668457,0.7965550422668457,1467,fd197d3d5e22,192.168.224.2,0.7965550422668457,1
